City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
154,anadyr,64.75,177.4833,-0.72,86,100,10.73,RU,1732781686
155,floro,61.5996,5.0328,0.98,80,0,4.63,NO,1732781687
156,kapa'a,22.0752,-159.319,21.22,91,25,5.57,US,1732781689
157,abepura,-2.6333,140.5833,26.45,89,40,0.51,ID,1732781690
158,yellowknife,62.456,-114.3525,-27.71,76,20,3.6,CA,1732781592
159,labrador city,52.9463,-66.9114,-4.05,93,100,1.54,CA,1732781692
160,avarua,-21.2078,-159.775,25.03,88,75,4.63,CK,1732781624
161,sinabang,2.4803,96.3801,27.84,79,100,1.95,ID,1732781694
162,sambava,-14.2667,50.1667,27.57,70,70,4.35,MG,1732781695
163,yeniseysk,58.4497,92.1703,-2.81,79,10,3.59,RU,1732781644
164,yeppoon,-23.1333,150.7333,25.51,79,58,5.52,AU,1732781697
165,touros,-5.1989,-35.4608,25.67,67,100,5.76,BR,1732781698
166,punta cana,18.5818,-68.4043,23.87,100,75,0.0,DO,1732781657
167,minas de marcona,-15.2119,-75.1103,14.81,87,95,3.84,PE,1732781701
168,kapuskasing,49.4169,-82.4331,-4.95,93,100,6.69,CA,1732781702
169,general conesa,-40.1,-64.4333,13.51,73,43,4.33,AR,1732781531
170,kingston,17.997,-76.7936,23.42,93,100,1.44,JM,1732781514
171,recreo,-29.2818,-65.061,22.24,91,100,3.93,AR,1732781706
172,yaren,-0.5472,166.916,27.83,75,100,7.24,NR,1732781707
173,machico,32.7,-16.7667,21.51,77,20,8.23,PT,1732781709
174,haci zeynalabdin,40.6233,49.5586,7.79,88,100,4.86,AZ,1732781711
175,gornopravdinsk,60.05,69.9,-4.38,87,5,1.1,RU,1732781712
176,inhambane,-23.865,35.3833,26.65,82,83,5.64,MZ,1732781713
177,flying fish cove,-10.4217,105.6791,26.88,80,100,2.77,CX,1732781714
178,skovorodino,53.9833,123.9167,-16.75,98,17,1.51,RU,1732781715
179,enewetak,11.3474,162.3373,28.16,82,66,8.53,MH,1732781716
180,palikir - national government center,6.9248,158.1611,26.41,94,100,0.0,FM,1732781717
181,san antonio de pale,-1.4014,5.6325,25.9,83,44,2.42,GQ,1732781718
182,vilyuchinsk,52.9306,158.4028,-0.85,78,13,2.63,RU,1732781533
183,island harbour,50.724,-1.2758,4.45,87,100,3.96,GB,1732781720
184,hithadhoo,-0.6,73.0833,28.13,78,5,8.55,MV,1732781722
185,vila velha,-20.3297,-40.2925,23.97,78,20,4.63,BR,1732781689
186,coruripe,-10.1256,-36.1756,22.29,90,60,3.48,BR,1732781725
187,tual,-5.6667,132.75,29.83,70,23,2.08,ID,1732781647
188,carnarvon,-24.8667,113.6333,27.52,67,16,7.19,AU,1732781727
189,edinburgh of the seven seas,-37.0676,-12.3116,15.52,90,100,9.66,SH,1732781728
190,lompoc,34.6391,-120.4579,8.62,94,0,2.06,US,1732781565
191,sola,-13.8833,167.55,27.76,79,38,6.67,VU,1732781730
192,nanlong,31.3533,106.0631,15.42,26,0,1.92,CN,1732781731
193,nar'yan-mar,67.6713,53.087,-7.16,92,52,3.05,RU,1732781732
194,hastings,50.8552,0.5729,2.66,67,100,3.61,GB,1732781733
195,isaka,-3.9,32.9333,24.31,64,7,2.71,TZ,1732781734
196,cooper's town,26.8667,-77.5167,24.05,78,0,3.79,BS,1732781737
197,baise city,23.8997,106.6133,20.75,99,56,2.11,CN,1732781738
198,carinhanha,-14.3047,-43.765,22.26,91,100,1.49,BR,1732781739
199,greymouth,-42.4667,171.2,14.79,96,100,3.58,NZ,1732781740
200,lebu,-37.6167,-73.65,9.34,87,86,2.12,CL,1732781741
201,smithers,54.7804,-127.1743,-5.82,100,100,0.0,CA,1732781742
202,loukhi,66.0764,33.0381,-5.55,89,100,0.73,RU,1732781743
203,dazhou,31.2159,107.5009,13.41,44,0,2.21,CN,1732781744
204,high rock,26.6208,-78.2833,23.97,74,0,4.71,BS,1732781745
205,ketchikan,55.3422,-131.6461,4.99,93,100,0.0,US,1732781746
206,brookings,44.3114,-96.7984,-7.0,93,100,3.6,US,1732781747
207,podporozh'ye,60.9112,34.1706,1.55,100,100,0.34,RU,1732781748
208,joal-fadiout,14.1667,-16.8333,24.69,38,0,4.11,SN,1732781750
209,susuman,62.7833,148.1667,-28.55,90,7,0.46,RU,1732781752
210,moscow,55.7522,37.6156,-0.35,75,100,1.22,RU,1732781465
211,kouroussa,10.65,-9.8833,20.66,32,0,1.82,GN,1732781755
212,lampang,18.3333,99.5,31.15,99,40,2.57,TH,1732781756
213,san patricio,28.017,-97.5169,19.97,94,74,2.11,US,1732781757
214,hammerfest,70.6634,23.6821,2.25,55,0,3.6,NO,1732781758
215,corn island,12.1694,-83.0418,27.3,80,100,8.1,NI,1732781759
216,sandnessjoen,66.0217,12.6316,2.06,69,75,7.72,NO,1732781543
217,tadine,-21.55,167.8833,22.19,78,80,5.43,NC,1732781761
218,denia,38.8408,0.1057,15.18,88,67,2.24,ES,1732781763
219,yanta,36.2411,115.6672,9.63,17,0,4.97,CN,1732781764
220,holualoa,19.6228,-155.9522,21.91,82,0,1.54,US,1732781765
221,ust-nera,64.5667,143.2,-20.43,98,100,1.81,RU,1732781766
222,tuburan,6.6439,122.2736,28.5,74,100,0.97,PH,1732781767
223,kegen,43.0197,79.2203,-1.25,76,0,2.57,KZ,1732781768
224,karukh,34.4811,62.5863,14.02,59,100,2.8,AF,1732781769
225,fonte boa,-2.4959,-66.2662,23.15,91,91,1.08,BR,1732781770
226,angaur state,6.906,134.13,27.27,83,100,2.8,PW,1732781771
227,afaahiti,-17.75,-149.2833,25.43,77,86,3.4,PF,1732781772
228,estella-lizarra,42.6718,-2.0323,6.62,75,0,0.11,ES,1732781773
229,sao tome,0.3365,6.7273,26.67,78,97,1.28,ST,1732781774
230,trevelin,-43.0858,-71.4639,2.93,95,57,2.04,AR,1732781775
231,okhotsk,59.3833,143.3,-12.42,77,100,3.08,RU,1732781776
232,mili,6.0815,171.735,27.9,82,70,7.78,MH,1732781778
233,chimala,-8.85,34.0167,31.74,32,25,2.07,TZ,1732781779
234,shevchenko,48.5,35.0,0.85,43,99,2.2,UA,1732781780
235,half moon bay,37.4636,-122.4286,10.69,61,0,2.06,US,1732781781
236,knyaze-volkonskoye,48.4642,135.4567,-9.81,90,98,1.39,RU,1732781782
237,shibirghan,36.6676,65.7529,19.04,24,100,1.36,AF,1732781783
238,mpulungu,-8.7623,31.1141,26.9,67,20,1.35,ZM,1732781784
239,anchorage,61.2181,-149.9003,-12.11,88,0,3.09,US,1732781785
240,al qusiyah,27.4402,30.8184,18.21,46,10,5.73,EG,1732781786
241,iida,35.5197,137.8207,2.54,92,95,2.15,JP,1732781787
242,hermanus,-34.4187,19.2345,21.0,57,17,5.17,ZA,1732781788
243,bandarbeyla,9.4942,50.8122,27.9,61,100,7.06,SO,1732781789
244,bikenibeu village,1.3673,173.1241,28.98,74,75,2.57,KI,1732781790
245,egilsstadir,65.2653,-14.3948,-5.05,80,75,8.23,IS,1732781792
246,vanimo,-2.6741,141.3028,28.18,80,95,2.43,PG,1732781793
247,abreus,22.2775,-80.5675,19.17,95,4,2.6,CU,1732781794
248,patiya,22.2931,91.9762,30.97,48,40,3.09,BD,1732781795
249,nemuro,43.3236,145.575,5.09,83,100,9.53,JP,1732781639
250,sihanoukville,10.6093,103.5296,31.97,48,40,7.2,KH,1732781797
251,verkhniy tagil,57.3733,59.9556,1.32,64,30,0.84,RU,1732781798
252,katabu,-4.9333,122.5167,29.57,77,91,1.45,ID,1732781799
253,inarajan village,13.2736,144.7484,27.54,91,52,8.7,GU,1732781800
254,saldanha,-33.0117,17.9442,19.48,54,20,2.44,ZA,1732781801
255,fale old settlement,-9.3852,-171.2468,28.63,68,91,4.25,TK,1732781803
256,fort st. john,56.2499,-120.8529,-17.06,85,100,2.06,CA,1732781804
257,cacu,-18.5567,-51.1308,22.07,88,10,2.12,BR,1732781805
258,codrington,-38.2667,141.9667,15.37,79,99,3.25,AU,1732781806
259,garachico,28.7781,-17.7646,19.71,88,20,2.06,ES,1732781807
260,fort irwin,35.2627,-116.6848,8.74,29,0,2.57,US,1732781808
261,tucuma,-0.1833,-50.05,26.25,76,64,3.54,BR,1732781809
262,ancud,-41.8697,-73.8203,7.19,90,33,1.13,CL,1732781810
263,tefe,-3.3542,-64.7114,23.83,91,22,0.72,BR,1732781812
264,port lincoln,-34.7333,135.8667,16.13,78,100,8.12,AU,1732781813
265,san luis de la loma,17.2706,-100.8939,23.71,87,2,2.5,MX,1732781816
266,papao,-17.75,-149.55,26.82,75,88,4.0,PF,1732781817
267,alofi,-19.0595,-169.9187,23.94,94,95,2.57,NU,1732781818
268,chamzinka,54.4019,45.7839,-1.11,95,100,0.55,RU,1732781819
269,la passe,45.5549,-0.8967,12.31,68,99,2.72,FR,1732781820
270,chifeng,42.2683,118.9636,-3.03,34,23,7.97,CN,1732781821
271,villazon,-22.0866,-65.5942,9.8,83,100,2.4,BO,1732781822
272,lekki,6.3607,4.8333,27.16,60,0,1.89,NG,1732781823
273,aitape,-3.1374,142.3475,28.11,84,57,3.02,PG,1732781824
274,talnakh,69.4865,88.3972,-22.31,100,100,1.51,RU,1732781825
275,sabang,5.8933,95.3214,27.69,82,100,10.41,ID,1732781826
276,buala,-8.145,159.5921,27.91,84,100,3.4,SB,1732781827
277,ad dilam,23.9915,47.1627,19.13,42,23,6.87,SA,1732781828
278,ta`u,-14.2336,-169.5144,27.83,80,100,3.54,AS,1732781829
279,berastagi,3.1929,98.5092,18.85,90,100,1.9,ID,1732781830
280,taltal,-25.4,-70.4833,15.31,88,27,2.04,CL,1732781832
281,ceelbuur,4.685,46.6176,31.27,52,82,4.9,SO,1732781833
282,serhiyivka,46.0272,30.3768,5.03,80,100,3.34,UA,1732781834
283,palmares do sul,-30.2578,-50.5097,22.58,87,100,4.1,BR,1732781836
284,wuhai,39.6647,106.8122,3.17,27,0,6.8,CN,1732781838
285,shingu,33.7333,135.9833,9.99,70,99,4.37,JP,1732781839
286,nuku'alofa,-21.1333,-175.2,24.19,94,20,3.6,TO,1732781840
287,berezovyy,51.6667,135.7,-12.09,100,100,1.77,RU,1732781841
288,la'ie,21.6477,-157.9253,23.66,78,33,1.79,US,1732781842
289,kitui,-1.367,38.0106,25.3,61,17,2.48,KE,1732781843
290,turpan,42.9333,89.1667,5.28,28,0,1.18,CN,1732781845
291,lazaro cardenas,17.9583,-102.2,24.15,89,100,1.82,MX,1732781688
292,puerto baquerizo moreno,-0.9,-89.6,21.53,80,92,6.29,EC,1732781847
293,san jose de mayo,-34.3375,-56.7136,14.25,94,0,2.33,UY,1732781848
294,uyovu,-3.2833,31.5258,24.55,62,24,2.54,TZ,1732781849
295,ishigaki,24.3448,124.1572,19.07,59,0,3.09,JP,1732781850
296,cururupu,-1.8283,-44.8683,25.72,77,44,2.17,BR,1732781851
297,fuling,29.7022,107.3919,15.33,50,40,1.58,CN,1732781852
298,pocone,-16.2567,-56.6228,24.25,86,55,2.16,BR,1732781853
299,katsuura,35.1333,140.3,13.72,50,0,15.98,JP,1732781854
300,mahdia,35.5047,11.0622,17.23,49,7,1.82,TN,1732781648
301,sitka,57.0531,-135.33,2.94,87,100,3.09,US,1732781856
302,kurchatov,51.6601,35.6521,-1.07,71,30,2.75,RU,1732781830
303,kalundborg,55.6795,11.0886,5.76,93,100,14.57,DK,1732781772
304,bafata,12.1667,-14.75,21.6,78,9,1.09,GW,1732781860
305,kyabe,9.4515,18.9449,27.6,22,0,3.94,TD,1732781861
306,vorgashor,67.5833,63.95,-13.35,98,65,3.4,RU,1732781862
307,noumea,-22.2763,166.4572,23.77,73,0,7.57,NC,1732781863
308,bengkulu,-3.8004,102.2655,26.48,79,100,1.37,ID,1732781864
309,kilindoni,-7.9139,39.6668,28.5,67,15,2.87,TZ,1732781865
310,darwin,-12.4611,130.8418,24.99,88,75,3.09,AU,1732781635
311,woolgoolga,-30.1106,153.2007,23.93,92,100,1.71,AU,1732781867
312,rabaul,-4.1967,152.1721,28.75,71,55,1.49,PG,1732781868
313,college,64.8569,-147.8028,-28.03,73,75,0.0,US,1732781869
314,adrar,20.5022,-10.0711,18.75,24,47,4.38,MR,1732781870
315,i-n-salah,27.1935,2.4607,16.34,33,78,6.14,DZ,1732781871
316,bodaybo,57.8506,114.1933,-9.79,97,100,0.63,RU,1732781872
317,bauru,-22.3147,-49.0606,24.35,70,58,1.78,BR,1732781653
318,mhamid,29.82,-5.72,17.2,33,7,1.42,MA,1732781874
319,lorengau,-2.0226,147.2712,27.67,84,100,4.37,PG,1732781876
320,meulaboh,4.1363,96.1285,28.37,82,89,2.7,ID,1732781877
321,salalah,17.0151,54.0924,30.05,54,0,3.09,OM,1732781878
322,kirakira,-10.4544,161.9205,28.12,86,99,4.31,SB,1732781879
323,caluula,11.9661,50.7569,26.72,68,9,5.8,SO,1732781880
324,qarauyl,48.9451,79.255,1.65,55,6,2.95,KZ,1732781881
325,talcahuano,-36.7167,-73.1167,8.82,81,0,1.54,CL,1732781882
326,cidreira,-30.1811,-50.2056,21.81,90,100,3.34,BR,1732781883
327,hamilton,39.1834,-84.5333,3.47,94,100,5.14,US,1732781806
328,sungai pelek new village,2.65,101.7,25.05,94,40,3.09,MY,1732781885
329,tralee,52.2704,-9.7026,9.09,88,100,7.31,IE,1732781886
330,munkebo,55.4618,10.5558,6.25,92,100,13.33,DK,1732781887
331,cockburn town,21.4612,-71.1419,26.39,77,100,7.79,TC,1732781888
332,kaliua,-5.0606,31.7936,25.11,72,27,0.35,TZ,1732781890
333,weno,7.4515,151.8468,26.97,89,100,3.09,FM,1732781891
334,sevastopol,44.6,33.5333,7.78,53,86,0.45,UA,1732781609
335,queenstown,-31.8976,26.8753,15.07,45,37,7.28,ZA,1732781718
336,camayenne,9.535,-13.6878,26.05,89,20,3.09,GN,1732781895
337,aioun,16.6614,-9.6149,22.23,20,34,4.7,MR,1732781896
338,itamaraca,-7.7478,-34.8256,24.85,76,100,3.37,BR,1732781897
339,alta,69.9689,23.2717,-2.41,75,0,19.22,NO,1732781899
340,portland,45.5234,-122.6762,5.61,95,100,2.57,US,1732781856
341,kiruna,67.8557,20.2251,-12.49,92,29,3.6,SE,1732781612
342,lethem,3.3803,-59.7968,25.12,61,23,5.75,GY,1732781902
